Object URL,Social Tags,C,CS,CSH,GV,AR,BM,MCS
https://4.api.artsmia.org/full/1348.jpg,N/A,"religion, people, art, wear, painting, adult, group, woman, man, son, gown (clothing), baby, monk, illustration, child, god, saint, monastery, Renaissance, prayer",offensive,group of soldier painting,"Visual arts, Painting, Art, Temple, Mythology","Painting, Art, Human, Person","creche, dance, person, people, altarpiece, screen, indoors, sport, Indian red color, ultramarine color","a group of people in a room, group, people, standing, cow, man, night, woman, skiing, holding, room, snow, playing, white"
https://5.api.artsmia.org/full/1629.jpg,N/A,"sculpture, statue, art, marble, no person, nude, woman, ancient, classic, travel, two, sit, religion, Renaissance, one, cupid, museum, figure, bird, people",white ceramic elephant figurine with box,white ceramic bird figurine,"Sculpture, Statue, Stone carving, Classical sculpture, Figurine, Art, Carving, Marble, Sculptor, Monument","Art, Sculpture, Statue, Figurine, Animal, Bird, Food, Cake, Dessert, Wedding Cake, Nature, Snowman, Winter, Snow, Outdoors, Ivory","alabaster color, socle, support, supporting structure, sculpture","a bird sitting on a white background, sitting, white, bird, standing, black, front, table, parrot, wedding"
https://3.api.artsmia.org/full/60728.jpg,N/A,"art, cavalry, illustration, sculpture, no person, mammal, animal, horse, one, equestrian, figure, two, statue, figurine, seated, bronze, show, retro, artistic, man",green and black ceramic figurine,green horse figurine,"Sculpture, Green, Horse, Statue, Animal figure, Figurine, Art, Metal, Bronze sculpture, Bronze","Figurine, Toy, Pottery, Art, Porcelain, Mammal, Horse, Animal, Sculpture, Human, Person","cockhorse (toy horse), verdigris (green coating), coating, reptile, greenish blue color, jade green color","a person riding a horse, green, building, water, walking, standing, riding, horse, black, field, large, white, holding, hill, snow, man"
https://5.api.artsmia.org/full/278.jpg,N/A,"people, art, group, many, religion, man, woman, painting, adult, saint, Renaissance, travel, church, child, cavalry, Mary, sword, pain, baroque, kneeling",offensive,painting close-up photography,"Painting, Art, Mythology, Visual arts, Mural, Middle ages, Conquistador, Pilgrims, History, Stock photography","Art, Painting, Person, Human, Apparel, Clothing, Sari, Silk, Crypt, Architecture, Building, Sculpture, Mural, LCD Screen, Screen, Monitor, Electronics, Display","person, loggia (roofed arcade of building), painting of people, meal, nutrition, food, altarpiece, screen, indoors, pieta (statue), building, Indian red color, alabaster color","a group of stuffed animals sitting on top of a building, building, window, sitting, group, stuffed, people, table, large, many, bunch, bench, room, man, standing, wooden, bear, woman, display, street, city, riding"
https://4.api.artsmia.org/800/1355.jpg,N/A,"people, portrait, man, one, art, adult, illustration, painting, street, urban, vintage, face, smoke, wear, retro, dark, person, sit, print, music",man in black suit jacket photo,"black, blue, and yellow abstract painting","Art, Portrait, Self-portrait, Visual arts, Painting","Human, Person, Blackboard","person, goalpost, support, penalty box, bench, seat, furniture, sport, black color, coal black color","yellow, man, photo, sitting, wearing, sign, black, holding, standing, table, horse, phone, riding"
https://6.api.artsmia.org/full/5788.jpg,N/A,"sculpture, art, statue, ancient, Buddha, religion, old, god, temple, traditional, culture, Zen, spirituality, meditation, man, figure, people, figurine, travel, veil",man in brown suit figurine,Hindu deity statue,"Sculpture, Statue, Art, Stone carving, Classical sculpture, Sitting, Figurine, Artifact, Meditation, Monument","Worship, Building, Architecture, Human, Person, Art, Buddha, Temple, Shrine","pieta (statue), person, people, cadaver, artifact, Mycenaen artifacts (greek), Museum (Indoor), toby jug, drinking vessel, sculpture, alabaster color","a statue of a man, person, man, sitting, building, holding, standing, statue, table, old, phone, wearing, large, yellow, cake, street, zebra"
https://5.api.artsmia.org/full/3183.jpg,N/A,"sculpture, art, statue, ancient, no person, nude, metalwork, travel, bronze, religion, monument, museum, figure, Renaissance, god, man, old, artistic, figurine, architecture",man in black suit figurine,man riding elephant statuette,"Sculpture, Statue, Classical sculpture, Art, Figurine, Stone carving, Standing, Carving, Monument, Visual arts","Toy, Art, Sculpture, Statue, Figurine, Monument, Bronze, Archaeology","Museum (Indoor), indoors, alabaster color","a statue of a person, indoor, sculpture, building, statue, sitting, chain, table, metal, wooden, elephant, large, water, standing, holding, display, room, man"
https://1.api.artsmia.org/full/1380.jpg,N/A,"sculpture, art, statue, ancient, religion, culture, stone, grave, god, archaeology, old, Buddha, monument, symbol, temple, figure, religious belief, carve, face, spirituality",pair of gray suede slip on shoes,gray concrete Buddhai statue,"Stone carving, Sculpture, Statue, Classical sculpture, Carving, Artifact, Head, Art, Relief, Ancient history","Archaeology, Figurine, Person, Human, Art, Sculpture, Photo, Photography, Painting, Portrait, Face, Worship, Buddha","stele (stone slab with markings), alabaster color","a stone statue of a man, building, stone, artifact, man, sitting, feet, statue, bear, holding, large, standing, bird, white, stuffed, laying"
https://2.api.artsmia.org/full/109118.jpg,N/A,"art, ancient, no person, antique, old, sculpture, marble, classic, architecture, ornate, chess, bronze, statue, glass items, luxury, artistic, pedestal, gold, traditional, design",silver and clear glass candle holder,grey statue,"Trophy, Still life photography, Water feature, Sculpture, Fountain, Glass, Statue, Metal, Silver","Glass, Goblet, Symbol, Cross, Tabletop, Furniture, Bronze, Crystal","socle, support, supporting structure, fountain, censer container, pedestal, holding device, building, alabaster color","sitting, standing, building, clock, dark, vase, front, black, middle, tall, holding, lamp, table, light, large, tower, white, man, cup, gold, display, street, room"
https://1.api.artsmia.org/full/113926.jpg,N/A,"no person, furniture, wood, carpentry, antique, old, art, design, retro, architecture, classic, interior design, ornate, seat, leather, style, sculpture, empty, carve, ancient",brown wooden cabinet with drawer,brown wooden cabinet,"Furniture, Carving, Chair, Antique, Table, Cupboard, Wood stain, Wood, Hardwood","Furniture, Cupboard, Closet, Cabinet, Mailbox, Letterbox, Table, Sideboard","marquetry (veneers), sideboard, coffer (chest), box, reddish brown color","a wooden clock with furniture, wooden, furniture, indoor, clock, table, sitting, wood, small, room, brown, old, bed, large, statue, desk, standing, cat"
https://1.api.artsmia.org/full/8023.jpg,N/A,"furniture, luxury, baroque, no person, antique, art, classic, ornate, museum, bronze, elegant, victorian, painting, retro, ancient, interior design, vintage, indoors, gold, old",brown wooden frame wall decor,gold side table,"Furniture, Table, Sofa tables, Napoleon iii style, Antique, End table, Brass, Metal","Furniture, Sideboard, Tabletop, Table, Indoors, Dining Table, Desk","console table, table, furniture, pier table, light brown color, beige color","a gold clock sitting on top of a wooden table, indoor, table, furniture, sitting, hanging, wooden, room, gold, bed, clock, water, standing, laying, white"
https://0.api.artsmia.org/full/116725.jpg,N/A,"sculpture, art, statue, figurine, ancient, nude, travel, god, no person, old, religion, decoration, museum, goddess, carve, bronze, antique, figure, gold, metalwork",brown wooden horse figurine screenshot,brown deity statuette,"Sculpture, Statue, Stone carving, Art, Classical sculpture, Monument, Carving, Metal, Bronze, Mythology","Figurine, Wood, Building, Architecture, Temple, Worship, Bronze, Symbol, Cross, Shrine, Art, Hardwood, Person, Human, Flooring, Sculpture, Buddha, Urban, Metropolis, City, Town, Archaeology","person, artifact, woodcarving, sculpture, figure, reliquary container, Kachina dolls, censer container, alabaster color","sitting, table, standing, wooden, different, display, old, group, laying, cat, clock, room"
https://0.api.artsmia.org/800/115836.jpg,N/A,"carpentry, leather, no person, sculpture, furniture, steel, wood, art, iron, museum, retro, design, people, vintage, old, fashion, ancient, exert, decoration, chrome",gray and black leather handbag,gray robe decor,"Bar stool, Stool, Sculpture, Furniture, Table, Metal, Silver, Art","Sink Faucet, Wood, Bronze","pedestal table, table, furniture, candlestick, holder, propeller, mechanical device, stool, seat, ax handle, ax, cutlery, tool, footwear, headdress, ash grey color","indoor, table, sitting, gray, elephant, grey, chair, desk, wooden, mouse, computer, cat, brown, made, keyboard, large, apple, room, standing, white"
https://3.api.artsmia.org/full/108860.jpg,N/A,"sculpture, art, traditional, veil, travel, temple, religion, ancient, people, statue, wear, no person, culture, Buddha, tribal, adult, woman, figure, god, spirituality",brown and black ceramic figurine,multicolored Samurai armor,"Samurai, Armour","Armor, Person, Human, Samurai","robot, kachina, mechanism, ultramarine color, Indian red color","a close up of a toy, toy, doll, table, sitting, cellphone, phone, wearing, yellow, hat, holding, display, covered, white, gold, man, woman, standing, stacked, bed"
https://4.api.artsmia.org/800/1411.jpg,N/A,"painting, graffiti, art, illustration, mural, wall, artistic, man, vandalism, caricature, people, visuals, color, woman, hip, culture, street, adult, religion, spray",brown and blue wooden painting,three women painting,"Painting, Modern art, Art, Visual arts, Illustration, Acrylic paint, Watercolor paint, Artwork","Art, Painting, Human, Person, Mural, Animal, Bird, Graffiti, Modern Art","Fauve painting, person, oil paint, paint, painting, tapestry, fabric, indoors, brick red color, Indian red color","a painting of a book, text, book, photo, grass, man, table, painted, painting, elephant, holding, old, birthday, water, board, horse, graffiti, sign, standing, riding"
https://5.api.artsmia.org/full/114602.jpg,N/A,"fashion, dress, woman, wear, cotton, model, shopping, design, girl, elegant, isolated, no person, color, art, classic, isolate, textile, style, people, sleeve",womens white and pink floral shorts,mens brown thobe,"Clothing, Sleeve, Outerwear, Dress, Beige, Robe, Pattern, Jacket, Lace, Embroidery","Apparel, Clothing, Long Sleeve, Sleeve, Blouse, Human, Person","sleeve, blouse, clothing, fabric, beige color","a person in a white shirt, indoor, shirt, wearing, white, head, man, holding, standing, room, night"
